"email_id","email_text","email_version","hour","weekday","user_country","user_past_purchases"
332762,"short_email","personalized",15,"Wednesday","US",0
771318,"long_email","personalized",6,"Sunday","US",13
649350,"short_email","personalized",11,"Saturday","US",0
417962,"short_email","personalized",16,"Saturday","US",7
10316,"short_email","generic",4,"Tuesday","FR",6
69132,"long_email","generic",9,"Friday","FR",2
153201,"long_email","generic",16,"Monday","US",1
894408,"short_email","generic",15,"Monday","UK",2
901167,"short_email","personalized",6,"Thursday","US",5
54982,"short_email","personalized",8,"Friday","US",3
844887,"long_email","personalized",1,"Tuesday","UK",3
546269,"long_email","generic",21,"Sunday","FR",5
59504,"short_email","generic",14,"Sunday","FR",0
35948,"short_email","personalized",9,"Monday","FR",6
546507,"short_email","personalized",10,"Saturday","US",1
664354,"long_email","generic",5,"Saturday","US",0
163759,"long_email","generic",11,"Thursday","UK",6
504131,"long_email","generic",14,"Saturday","US",4
958591,"short_email","generic",20,"Friday","US",3
761818,"short_email","generic",9,"Monday","US",10
470905,"short_email","generic",23,"Wednesday","ES",3
708203,"short_email","personalized",9,"Sunday","US",0
731884,"long_email","personalized",3,"Saturday","US",7
233760,"short_email","personalized",9,"Tuesday","US",9
167770,"short_email","personalized",8,"Wednesday","US",5
834402,"short_email","generic",11,"Thursday","UK",1
615620,"long_email","generic",7,"Friday","US",1
263832,"short_email","generic",7,"Friday","US",2
152048,"short_email","personalized",22,"Saturday","UK",1
27733,"short_email","generic",5,"Sunday","US",2
141738,"long_email","generic",13,"Tuesday","US",1
76918,"long_email","personalized",11,"Saturday","UK",6
496573,"long_email","generic",6,"Thursday","US",8
59962,"short_email","personalized",4,"Friday","US",2
78703,"short_email","personalized",16,"Saturday","US",1
415591,"long_email","generic",10,"Friday","UK",1
142875,"long_email","personalized",13,"Sunday","US",4
290834,"long_email","generic",14,"Tuesday","UK",0
49338,"long_email","generic",6,"Friday","US",2
503755,"short_email","generic",10,"Thursday","US",6
692607,"long_email","personalized",3,"Sunday","US",0
224087,"long_email","generic",3,"Friday","US",6
963781,"short_email","personalized",9,"Friday","US",5
904610,"long_email","generic",12,"Tuesday","UK",8
415393,"long_email","generic",2,"Tuesday","US",2
511976,"long_email","generic",2,"Tuesday","US",5
723379,"long_email","personalized",11,"Tuesday","US",4
924484,"long_email","generic",1,"Wednesday","US",10
249401,"short_email","generic",13,"Tuesday","ES",8
197959,"short_email","personalized",8,"Sunday","US",2
424996,"long_email","generic",10,"Thursday","US",0
98536,"short_email","personalized",17,"Friday","US",1
39699,"long_email","personalized",16,"Tuesday","FR",1
875518,"short_email","personalized",24,"Saturday","UK",2
550887,"short_email","personalized",6,"Wednesday","US",2
997644,"long_email","generic",12,"Tuesday","US",2
906444,"short_email","generic",11,"Wednesday","UK",2
861711,"long_email","generic",9,"Thursday","UK",8
814328,"short_email","personalized",16,"Tuesday","US",9
98836,"long_email","generic",11,"Tuesday","US",0
230666,"short_email","personalized",3,"Thursday","US",2
515205,"short_email","generic",4,"Wednesday","FR",8
8,"short_email","generic",9,"Thursday","US",3
441699,"long_email","personalized",6,"Saturday","US",7
54966,"long_email","generic",14,"Friday","US",0
792734,"short_email","personalized",15,"Tuesday","US",2
483780,"long_email","personalized",12,"Monday","US",1
978311,"short_email","personalized",7,"Monday","US",6
512973,"short_email","generic",6,"Thursday","US",4
649975,"long_email","generic",8,"Tuesday","ES",5
552305,"long_email","personalized",2,"Friday","US",2
885267,"long_email","personalized",12,"Thursday","US",5
131640,"long_email","generic",10,"Wednesday","US",7
61945,"short_email","generic",17,"Saturday","US",2
295691,"long_email","personalized",11,"Sunday","ES",3
78706,"long_email","personalized",9,"Friday","US",2
674743,"long_email","generic",2,"Thursday","UK",4
405548,"short_email","generic",1,"Tuesday","UK",1
325154,"long_email","personalized",9,"Thursday","US",2
532607,"short_email","generic",6,"Wednesday","ES",4
205776,"long_email","personalized",6,"Saturday","US",2
327930,"long_email","generic",8,"Saturday","US",2
702634,"short_email","personalized",3,"Sunday","US",0
549663,"short_email","generic",3,"Wednesday","UK",5
950741,"short_email","generic",6,"Friday","US",0
689166,"long_email","generic",12,"Monday","US",3
826862,"long_email","personalized",8,"Tuesday","US",2
925798,"long_email","personalized",10,"Friday","UK",2
43062,"long_email","personalized",7,"Tuesday","US",2
806824,"long_email","generic",11,"Friday","US",8
997324,"short_email","generic",18,"Thursday","ES",3
35448,"short_email","generic",9,"Sunday","US",0
934968,"long_email","generic",12,"Wednesday","US",3
865877,"long_email","generic",12,"Monday","UK",6
755994,"long_email","personalized",11,"Monday","US",1
893506,"short_email","generic",13,"Tuesday","FR",4
346598,"short_email","generic",7,"Thursday","ES",2
405521,"long_email","personalized",8,"Wednesday","US",2
38451,"short_email","generic",4,"Tuesday","US",4
439045,"long_email","personalized",12,"Wednesday","US",6
998663,"long_email","personalized",9,"Monday","US",2
958651,"long_email","generic",3,"Friday","US",6
836392,"short_email","personalized",12,"Sunday","UK",4
365101,"short_email","personalized",11,"Friday","ES",5
227087,"long_email","generic",11,"Tuesday","UK",6
328070,"long_email","generic",14,"Saturday","US",8
39338,"long_email","personalized",3,"Monday","US",6
513744,"short_email","personalized",10,"Sunday","US",9
433866,"short_email","generic",15,"Thursday","UK",6
876429,"long_email","personalized",7,"Saturday","US",7
266602,"short_email","generic",4,"Saturday","US",4
880172,"short_email","personalized",4,"Saturday","US",5
11243,"short_email","generic",16,"Tuesday","US",0
258353,"long_email","generic",11,"Tuesday","US",5
710244,"long_email","generic",6,"Wednesday","US",0
91373,"short_email","generic",12,"Thursday","UK",13
882410,"long_email","personalized",7,"Friday","FR",3
552978,"long_email","generic",5,"Thursday","US",1
893279,"long_email","personalized",4,"Sunday","US",6
633935,"short_email","personalized",3,"Saturday","FR",5
384615,"long_email","personalized",7,"Tuesday","US",0
88126,"short_email","personalized",10,"Monday","US",0
672652,"long_email","personalized",9,"Monday","US",3
753403,"long_email","personalized",8,"Thursday","UK",4
808956,"short_email","generic",8,"Thursday","UK",1
340121,"long_email","personalized",13,"Thursday","US",1
277441,"long_email","generic",11,"Wednesday","US",7
559810,"short_email","generic",17,"Friday","US",6
628875,"short_email","generic",5,"Friday","UK",2
585875,"short_email","personalized",14,"Thursday","UK",6
936662,"long_email","generic",3,"Tuesday","UK",5
23692,"short_email","personalized",8,"Wednesday","US",4
622841,"long_email","generic",6,"Monday","US",2
321734,"long_email","generic",3,"Friday","UK",0
35042,"long_email","generic",14,"Tuesday","US",0
79836,"short_email","personalized",10,"Friday","FR",10
862943,"long_email","personalized",15,"Thursday","UK",1
871197,"short_email","generic",16,"Monday","US",2
184711,"long_email","generic",9,"Sunday","US",3
826427,"short_email","personalized",11,"Saturday","ES",8
126606,"short_email","personalized",17,"Saturday","FR",2
947777,"short_email","generic",8,"Friday","US",1
472490,"long_email","generic",13,"Monday","UK",3
930961,"long_email","generic",6,"Tuesday","US",2
683070,"long_email","personalized",12,"Monday","US",0
209515,"long_email","generic",4,"Tuesday","US",2
10621,"long_email","personalized",15,"Sunday","ES",0
355793,"short_email","personalized",5,"Saturday","UK",3
777487,"short_email","personalized",10,"Friday","ES",10
766682,"long_email","personalized",16,"Sunday","US",0
635293,"long_email","generic",12,"Thursday","US",0
15594,"long_email","generic",15,"Saturday","US",1
236017,"short_email","personalized",2,"Monday","UK",6
996087,"short_email","generic",13,"Thursday","US",4
244669,"short_email","personalized",13,"Wednesday","US",2
571960,"short_email","personalized",7,"Wednesday","UK",0
961715,"long_email","generic",9,"Monday","UK",3
103491,"long_email","personalized",6,"Wednesday","US",3
780570,"long_email","personalized",8,"Friday","US",7
465661,"short_email","generic",9,"Tuesday","US",12
166447,"long_email","generic",10,"Tuesday","US",4
181682,"long_email","personalized",12,"Friday","US",2
368539,"long_email","generic",12,"Tuesday","FR",0
260535,"long_email","generic",12,"Friday","US",9
515865,"short_email","personalized",9,"Tuesday","US",6
815759,"long_email","generic",15,"Monday","US",9
559261,"long_email","personalized",8,"Thursday","FR",10
477166,"short_email","personalized",2,"Sunday","FR",7
721775,"long_email","generic",9,"Saturday","FR",5
88446,"short_email","generic",6,"Friday","US",1
460232,"long_email","generic",3,"Sunday","US",1
929561,"long_email","generic",9,"Thursday","US",0
779455,"long_email","generic",20,"Wednesday","UK",2
563567,"short_email","personalized",12,"Saturday","UK",3
954838,"short_email","generic",6,"Wednesday","UK",1
137916,"short_email","generic",8,"Saturday","US",1
118336,"short_email","generic",16,"Thursday","US",6
346331,"short_email","generic",16,"Sunday","US",4
720081,"long_email","generic",13,"Saturday","ES",1
123576,"short_email","generic",7,"Sunday","US",0
561226,"long_email","personalized",2,"Monday","US",0
204527,"long_email","personalized",11,"Monday","UK",4
168860,"long_email","generic",4,"Tuesday","US",8
805730,"long_email","generic",15,"Sunday","ES",15
488674,"long_email","generic",14,"Sunday","US",1
789091,"short_email","generic",12,"Tuesday","US",1
754209,"long_email","generic",9,"Saturday","ES",0
19629,"short_email","personalized",7,"Wednesday","FR",3
954175,"short_email","personalized",1,"Thursday","US",3
741376,"short_email","personalized",4,"Monday","UK",5
320233,"long_email","personalized",12,"Friday","UK",5
293439,"long_email","personalized",11,"Wednesday","US",5
878101,"short_email","personalized",3,"Friday","ES",4
219107,"short_email","personalized",7,"Thursday","US",5
223004,"long_email","personalized",12,"Monday","ES",4
441003,"long_email","personalized",5,"Saturday","UK",6
152698,"long_email","generic",12,"Wednesday","UK",2
221466,"short_email","generic",7,"Friday","FR",0
577432,"long_email","personalized",6,"Sunday","US",6
300519,"long_email","personalized",9,"Thursday","UK",4
128778,"short_email","personalized",14,"Friday","UK",8
853914,"short_email","personalized",7,"Thursday","UK",3
781036,"short_email","generic",9,"Saturday","US",0
127104,"short_email","generic",4,"Saturday","UK",4
952319,"long_email","personalized",9,"Thursday","UK",3
532412,"short_email","generic",16,"Saturday","US",10
259595,"long_email","personalized",11,"Sunday","FR",1
854128,"long_email","generic",21,"Sunday","US",4
154283,"long_email","generic",9,"Wednesday","US",7
677304,"long_email","generic",7,"Thursday","FR",8
559196,"short_email","generic",13,"Thursday","US",0
23111,"short_email","generic",10,"Saturday","US",5
857605,"long_email","personalized",11,"Friday","UK",10
755089,"short_email","personalized",7,"Tuesday","US",1
471261,"short_email","generic",8,"Monday","US",1
387722,"long_email","generic",6,"Monday","UK",0
306410,"long_email","generic",11,"Thursday","US",2
636282,"short_email","generic",12,"Tuesday","US",0
839194,"short_email","generic",10,"Thursday","US",15
965779,"long_email","generic",8,"Tuesday","US",5
937010,"long_email","personalized",14,"Tuesday","FR",0
266577,"short_email","generic",21,"Saturday","UK",1
862191,"long_email","personalized",4,"Friday","ES",5
614288,"long_email","personalized",10,"Tuesday","FR",2
611619,"short_email","personalized",9,"Thursday","UK",5
733004,"long_email","generic",3,"Thursday","US",2
374607,"long_email","generic",4,"Sunday","US",4
782457,"long_email","generic",7,"Saturday","FR",5
139140,"short_email","generic",6,"Friday","US",2
325738,"long_email","personalized",10,"Tuesday","US",2
825514,"short_email","generic",5,"Wednesday","UK",0
501942,"long_email","personalized",13,"Wednesday","UK",3
867326,"long_email","generic",13,"Tuesday","ES",1
276463,"short_email","personalized",5,"Monday","ES",6
955747,"long_email","generic",15,"Wednesday","ES",0
467246,"long_email","personalized",2,"Friday","US",0
413497,"long_email","personalized",13,"Friday","US",3
638887,"short_email","generic",10,"Tuesday","US",0
772111,"short_email","generic",9,"Saturday","US",4
268540,"long_email","generic",3,"Thursday","US",2
189909,"short_email","personalized",9,"Friday","US",6
674088,"long_email","generic",2,"Tuesday","FR",4
742099,"short_email","generic",6,"Tuesday","FR",2
401731,"long_email","personalized",14,"Monday","US",7
11933,"long_email","generic",7,"Monday","US",5
113291,"long_email","generic",13,"Thursday","US",0
50546,"long_email","generic",9,"Friday","US",5
249550,"short_email","personalized",13,"Saturday","UK",8
715051,"short_email","personalized",10,"Tuesday","UK",8
951828,"short_email","personalized",8,"Wednesday","FR",4
890870,"long_email","personalized",8,"Tuesday","UK",6
426788,"long_email","generic",13,"Saturday","FR",7
39716,"short_email","personalized",4,"Saturday","UK",0
42183,"long_email","personalized",12,"Thursday","UK",4
449166,"long_email","generic",1,"Friday","US",0
487316,"long_email","generic",2,"Thursday","US",3
454118,"short_email","generic",8,"Saturday","UK",1
895092,"long_email","personalized",14,"Wednesday","US",5
79382,"short_email","generic",3,"Wednesday","US",12
309615,"short_email","generic",7,"Tuesday","US",1
6663,"short_email","personalized",9,"Wednesday","US",1
461366,"short_email","generic",12,"Monday","US",2
689571,"short_email","personalized",2,"Monday","US",9
237439,"short_email","personalized",10,"Wednesday","US",0
168368,"short_email","generic",14,"Sunday","US",4
567512,"short_email","personalized",2,"Saturday","US",8
739435,"long_email","personalized",8,"Thursday","US",6
880284,"short_email","personalized",9,"Friday","UK",9
615126,"long_email","personalized",3,"Wednesday","US",7
490686,"long_email","generic",9,"Thursday","US",1
445592,"long_email","personalized",6,"Friday","US",0
204081,"short_email","personalized",16,"Saturday","US",1
269558,"long_email","personalized",4,"Thursday","US",4
595494,"long_email","personalized",6,"Saturday","US",2
181430,"long_email","personalized",6,"Friday","UK",8
681662,"short_email","personalized",16,"Thursday","US",0
938445,"short_email","personalized",8,"Wednesday","US",3
761590,"long_email","generic",9,"Thursday","UK",1
672233,"long_email","personalized",3,"Saturday","US",0
267340,"short_email","personalized",4,"Thursday","ES",3
636429,"long_email","personalized",14,"Thursday","ES",8
984003,"short_email","personalized",6,"Tuesday","UK",1
466041,"short_email","generic",12,"Monday","ES",3
850828,"long_email","generic",11,"Sunday","US",7
471738,"long_email","personalized",9,"Wednesday","US",0
992497,"long_email","personalized",7,"Wednesday","US",7
967163,"long_email","generic",12,"Sunday","US",4
428004,"short_email","generic",12,"Tuesday","UK",4
137031,"short_email","generic",4,"Tuesday","US",0
507623,"long_email","generic",7,"Tuesday","US",2
94581,"short_email","personalized",10,"Monday","US",1
79365,"long_email","personalized",8,"Tuesday","UK",2
352657,"short_email","personalized",10,"Wednesday","US",4
145836,"long_email","generic",4,"Saturday","US",8
995969,"short_email","personalized",8,"Tuesday","FR",5
924288,"short_email","personalized",9,"Thursday","US",0
648194,"short_email","generic",6,"Tuesday","US",7
332495,"short_email","personalized",5,"Friday","ES",9
653467,"long_email","personalized",12,"Sunday","US",3
411244,"short_email","generic",16,"Wednesday","US",1
793053,"short_email","personalized",14,"Friday","FR",7
541823,"long_email","generic",15,"Saturday","FR",6
751894,"short_email","personalized",11,"Tuesday","UK",3
127971,"long_email","personalized",4,"Saturday","ES",5
493207,"short_email","generic",3,"Friday","UK",3
40605,"short_email","personalized",4,"Friday","US",6
898204,"long_email","generic",3,"Sunday","US",2
987548,"long_email","generic",20,"Thursday","US",6
548987,"long_email","personalized",11,"Friday","US",0
12305,"long_email","personalized",11,"Friday","US",0
14957,"short_email","generic",7,"Tuesday","US",8
366517,"short_email","personalized",4,"Monday","UK",2
871971,"long_email","generic",10,"Friday","ES",2
455133,"short_email","personalized",11,"Wednesday","US",1
670003,"long_email","generic",5,"Tuesday","US",4
26366,"long_email","personalized",11,"Saturday","FR",4
388322,"short_email","personalized",8,"Saturday","US",5
788140,"short_email","personalized",14,"Wednesday","US",6
729010,"long_email","generic",6,"Thursday","US",4
600524,"long_email","generic",6,"Monday","ES",8
279107,"short_email","personalized",9,"Monday","FR",6
269381,"short_email","generic",10,"Wednesday","US",5
464339,"long_email","generic",6,"Sunday","ES",0
41243,"long_email","personalized",13,"Monday","FR",5
31414,"long_email","personalized",16,"Saturday","UK",1
865992,"short_email","generic",11,"Sunday","UK",6
256870,"long_email","personalized",10,"Wednesday","US",3
788847,"long_email","generic",6,"Saturday","US",0
704947,"short_email","generic",18,"Wednesday","US",5
205914,"long_email","generic",4,"Thursday","US",1
204566,"long_email","personalized",10,"Wednesday","FR",1
744971,"short_email","personalized",7,"Friday","ES",6
727018,"short_email","personalized",5,"Monday","US",2
700463,"short_email","personalized",4,"Wednesday","US",5
14052,"short_email","generic",5,"Thursday","UK",1
504341,"short_email","personalized",12,"Wednesday","FR",0
717264,"short_email","generic",10,"Monday","UK",9
314941,"short_email","personalized",2,"Thursday","FR",1
669441,"long_email","generic",11,"Sunday","US",0
704295,"long_email","generic",5,"Sunday","US",1
595433,"short_email","personalized",13,"Wednesday","FR",2
258583,"long_email","personalized",8,"Wednesday","ES",0
705688,"short_email","personalized",8,"Sunday","US",8
700373,"long_email","personalized",5,"Wednesday","US",5
508102,"short_email","personalized",11,"Thursday","US",8
25948,"long_email","personalized",11,"Sunday","US",2
445472,"short_email","personalized",4,"Thursday","ES",6
796945,"long_email","generic",11,"Saturday","US",4
310877,"short_email","generic",10,"Tuesday","US",10
769,"long_email","generic",8,"Friday","UK",1
402899,"long_email","generic",13,"Tuesday","US",2
799805,"short_email","personalized",4,"Monday","FR",1
760412,"short_email","generic",14,"Tuesday","US",8
669754,"long_email","generic",6,"Sunday","US",3
195237,"short_email","personalized",11,"Saturday","US",17
899115,"long_email","generic",15,"Tuesday","US",3
413582,"long_email","personalized",10,"Sunday","FR",0
438718,"short_email","personalized",14,"Monday","US",1
429302,"long_email","generic",14,"Wednesday","US",4
595642,"long_email","generic",9,"Friday","UK",2
445537,"long_email","generic",4,"Saturday","US",4
728708,"short_email","generic",9,"Sunday","UK",6
516705,"long_email","generic",3,"Friday","ES",0
75781,"long_email","personalized",11,"Thursday","ES",5
865225,"long_email","generic",9,"Sunday","US",5
265304,"long_email","personalized",13,"Thursday","UK",4
130302,"long_email","personalized",6,"Tuesday","US",3
536617,"short_email","personalized",6,"Wednesday","US",11
373934,"short_email","generic",15,"Thursday","FR",5
987947,"long_email","generic",8,"Friday","US",2
924741,"long_email","generic",11,"Monday","US",7
137356,"short_email","personalized",4,"Wednesday","US",3
694845,"short_email","personalized",10,"Wednesday","US",0
898299,"short_email","personalized",7,"Tuesday","US",1
435642,"short_email","generic",9,"Sunday","US",5
871191,"long_email","personalized",10,"Saturday","US",0
220255,"long_email","generic",11,"Tuesday","US",8
969222,"short_email","generic",4,"Wednesday","US",5
767218,"short_email","personalized",11,"Monday","US",1
464334,"short_email","personalized",2,"Friday","US",7
508871,"short_email","personalized",8,"Sunday","US",4
210646,"short_email","generic",11,"Friday","ES",2
921006,"short_email","personalized",12,"Tuesday","UK",0
576459,"short_email","personalized",4,"Monday","ES",0
21643,"long_email","personalized",10,"Wednesday","US",6
221626,"short_email","generic",20,"Friday","FR",5
680428,"long_email","personalized",3,"Thursday","FR",1
283258,"short_email","personalized",5,"Monday","UK",7
836452,"long_email","personalized",16,"Monday","US",3
594962,"long_email","generic",20,"Wednesday","FR",8
827855,"long_email","generic",10,"Wednesday","US",4
50944,"long_email","personalized",4,"Sunday","US",3
950764,"short_email","personalized",9,"Monday","US",9
663539,"short_email","personalized",3,"Tuesday","UK",3
852424,"short_email","generic",1,"Tuesday","US",0
472454,"long_email","generic",9,"Sunday","US",2
169005,"short_email","personalized",9,"Tuesday","US",2
907909,"long_email","generic",11,"Wednesday","ES",2
57019,"long_email","generic",10,"Tuesday","US",0
486851,"short_email","personalized",10,"Monday","US",5
979360,"long_email","generic",10,"Friday","UK",3
27946,"short_email","personalized",12,"Monday","FR",0
644414,"long_email","generic",5,"Sunday","UK",3
972704,"short_email","personalized",11,"Tuesday","UK",4
65204,"short_email","generic",9,"Sunday","FR",4
974626,"long_email","generic",2,"Saturday","US",5
433491,"short_email","generic",5,"Tuesday","US",4
166479,"short_email","generic",9,"Friday","US",3
388868,"long_email","generic",7,"Saturday","US",7
318634,"long_email","generic",9,"Thursday","UK",8
550808,"short_email","personalized",10,"Friday","US",1
942054,"short_email","generic",8,"Monday","US",1
638039,"short_email","generic",14,"Sunday","ES",6
512415,"long_email","personalized",11,"Monday","US",5
904200,"short_email","personalized",17,"Thursday","US",1
545309,"short_email","personalized",12,"Thursday","US",5
41298,"short_email","generic",4,"Monday","US",8
513354,"short_email","generic",8,"Friday","US",11
145846,"short_email","generic",4,"Wednesday","FR",10
679222,"short_email","personalized",3,"Tuesday","ES",4
464406,"short_email","personalized",10,"Tuesday","US",5
732792,"short_email","generic",5,"Wednesday","ES",0
960219,"long_email","generic",5,"Tuesday","US",0
117852,"long_email","generic",5,"Monday","FR",2
625459,"short_email","generic",2,"Wednesday","US",5
13565,"short_email","personalized",14,"Monday","UK",3
596613,"short_email","personalized",2,"Monday","US",3
659559,"long_email","generic",11,"Friday","US",2
536141,"short_email","generic",9,"Thursday","US",6
876298,"short_email","personalized",10,"Wednesday","US",8
203704,"short_email","personalized",3,"Saturday","US",5
354953,"short_email","personalized",5,"Thursday","US",3
251629,"short_email","personalized",13,"Friday","FR",7
182358,"short_email","generic",2,"Tuesday","US",0
285228,"long_email","personalized",6,"Sunday","US",5
925184,"long_email","personalized",9,"Saturday","US",0
224979,"long_email","personalized",5,"Friday","UK",11
472378,"short_email","personalized",12,"Wednesday","US",13
252667,"short_email","personalized",4,"Friday","US",1
890778,"long_email","personalized",6,"Thursday","US",1
832404,"long_email","personalized",3,"Thursday","US",2
478543,"long_email","generic",3,"Tuesday","US",11
80020,"long_email","generic",2,"Saturday","US",2
802146,"short_email","generic",8,"Tuesday","FR",6
629054,"long_email","generic",12,"Sunday","UK",2
503409,"short_email","personalized",10,"Monday","UK",4
495271,"long_email","personalized",11,"Monday","US",6
142191,"long_email","personalized",12,"Tuesday","UK",0
123529,"short_email","generic",8,"Wednesday","FR",0
115382,"short_email","generic",3,"Monday","US",10
1853,"short_email","generic",7,"Monday","ES",10
130109,"short_email","personalized",14,"Thursday","US",0
768973,"long_email","personalized",11,"Wednesday","US",16
958403,"short_email","personalized",4,"Friday","US",3
65611,"short_email","personalized",3,"Sunday","UK",3
347403,"short_email","personalized",7,"Friday","US",1
118748,"short_email","personalized",10,"Friday","US",10
142107,"long_email","generic",6,"Friday","US",1
154900,"short_email","generic",7,"Saturday","US",10
326068,"long_email","generic",10,"Friday","US",2
506500,"short_email","generic",5,"Sunday","UK",3
427787,"long_email","personalized",12,"Thursday","US",2
752042,"long_email","generic",2,"Friday","UK",8
430035,"short_email","personalized",6,"Saturday","US",1
531898,"short_email","personalized",8,"Monday","ES",2
208692,"long_email","generic",1,"Saturday","US",14
320561,"long_email","generic",11,"Thursday","FR",2
409268,"short_email","personalized",8,"Friday","US",0
895008,"long_email","generic",11,"Tuesday","US",2
357638,"short_email","personalized",4,"Tuesday","US",6
327111,"long_email","generic",10,"Thursday","UK",3
250080,"long_email","generic",5,"Sunday","US",10
60937,"long_email","personalized",18,"Friday","UK",2
123881,"short_email","personalized",7,"Wednesday","US",2
947256,"long_email","generic",2,"Wednesday","UK",5
600882,"short_email","generic",9,"Tuesday","US",11
873973,"short_email","personalized",8,"Wednesday","US",10
552104,"long_email","personalized",9,"Monday","UK",2
124124,"long_email","generic",13,"Sunday","UK",0
520909,"long_email","generic",6,"Monday","FR",7
96396,"short_email","generic",16,"Saturday","ES",1
9591,"long_email","generic",10,"Tuesday","US",0
996594,"short_email","personalized",6,"Thursday","ES",1
958429,"short_email","generic",8,"Sunday","US",8
413630,"long_email","generic",12,"Thursday","US",1
289583,"short_email","generic",4,"Friday","US",1
422932,"long_email","generic",12,"Saturday","US",0
6417,"short_email","personalized",14,"Tuesday","US",1
302535,"short_email","personalized",11,"Sunday","US",0
431579,"long_email","generic",11,"Monday","US",4
808319,"short_email","generic",1,"Sunday","UK",5
34100,"long_email","generic",7,"Wednesday","US",3
977374,"short_email","personalized",9,"Wednesday","FR",4
841190,"long_email","personalized",16,"Sunday","FR",1
155966,"short_email","personalized",7,"Monday","US",0
104960,"short_email","personalized",9,"Saturday","UK",0
465978,"short_email","personalized",1,"Tuesday","UK",3
958639,"short_email","personalized",10,"Monday","US",0
797833,"long_email","generic",8,"Tuesday","US",6
862788,"short_email","generic",4,"Sunday","US",6
905440,"long_email","personalized",10,"Thursday","UK",7
720511,"short_email","personalized",9,"Saturday","US",7
155619,"long_email","personalized",3,"Wednesday","UK",0
809621,"long_email","personalized",6,"Thursday","UK",2
38043,"long_email","generic",8,"Sunday","US",7
889904,"short_email","personalized",15,"Tuesday","US",10
427323,"short_email","personalized",9,"Friday","US",3
178987,"long_email","generic",14,"Friday","ES",1
520151,"short_email","personalized",1,"Monday","US",2
92487,"short_email","generic",7,"Saturday","ES",0
188626,"short_email","personalized",16,"Monday","US",1
448109,"long_email","generic",4,"Sunday","US",2
496746,"long_email","generic",6,"Thursday","US",3
918,"short_email","generic",5,"Monday","US",3
130674,"short_email","personalized",15,"Monday","UK",4
612346,"short_email","generic",6,"Friday","FR",4
382658,"long_email","generic",2,"Tuesday","US",2
710241,"long_email","generic",10,"Thursday","UK",2
346124,"long_email","generic",5,"Sunday","UK",5
83461,"short_email","generic",4,"Sunday","FR",1
311476,"short_email","personalized",13,"Thursday","UK",6
537312,"long_email","generic",6,"Tuesday","ES",2
722755,"long_email","generic",5,"Friday","ES",9
515092,"long_email","personalized",11,"Thursday","FR",3
322009,"short_email","personalized",9,"Tuesday","US",0
798336,"short_email","generic",11,"Saturday","FR",6
105381,"long_email","personalized",15,"Monday","ES",1
384218,"long_email","personalized",16,"Wednesday","US",1
389542,"long_email","personalized",6,"Wednesday","FR",6
65067,"long_email","generic",7,"Monday","FR",6
987998,"short_email","generic",7,"Wednesday","US",0
513835,"short_email","personalized",20,"Tuesday","US",4
230703,"long_email","personalized",19,"Saturday","US",0
299451,"long_email","generic",6,"Saturday","FR",4
437149,"long_email","generic",9,"Wednesday","US",2
387771,"long_email","personalized",9,"Monday","UK",2
925520,"short_email","personalized",11,"Thursday","US",3
919755,"long_email","personalized",9,"Saturday","US",8
262364,"long_email","generic",11,"Wednesday","UK",0
488777,"short_email","personalized",7,"Friday","ES",4
481821,"short_email","generic",6,"Saturday","US",1
731214,"short_email","personalized",13,"Friday","US",4
134465,"long_email","personalized",14,"Friday","US",1
355098,"long_email","personalized",11,"Wednesday","US",1
543804,"long_email","generic",12,"Friday","US",0
997140,"short_email","personalized",12,"Sunday","UK",0
705059,"short_email","personalized",8,"Thursday","US",1
288277,"long_email","personalized",3,"Monday","US",3
143069,"short_email","generic",10,"Saturday","US",2
613454,"long_email","personalized",19,"Sunday","UK",0
125827,"short_email","generic",7,"Thursday","FR",5
152650,"short_email","generic",3,"Friday","US",13
759390,"long_email","generic",11,"Thursday","US",1
67974,"long_email","personalized",7,"Tuesday","UK",6
807387,"short_email","personalized",12,"Saturday","US",1
743521,"short_email","personalized",16,"Friday","FR",4
643009,"long_email","generic",5,"Tuesday","US",1
82469,"long_email","generic",15,"Monday","UK",8
652394,"long_email","personalized",4,"Sunday","US",1
959265,"long_email","generic",2,"Saturday","US",1
98800,"long_email","generic",1,"Wednesday","US",6
790074,"short_email","generic",9,"Tuesday","US",3
957954,"short_email","generic",3,"Tuesday","US",1
10168,"long_email","generic",1,"Thursday","UK",0
472445,"long_email","generic",4,"Tuesday","US",4
202044,"long_email","generic",8,"Friday","US",0
234421,"long_email","personalized",7,"Thursday","US",6
742976,"long_email","generic",9,"Wednesday","US",6
134910,"long_email","generic",8,"Sunday","US",3
396721,"short_email","personalized",14,"Sunday","US",0
462129,"short_email","generic",8,"Friday","UK",5
744960,"long_email","generic",9,"Sunday","US",3
98645,"short_email","generic",17,"Wednesday","US",8
589819,"short_email","personalized",13,"Monday","US",3
589388,"short_email","generic",12,"Thursday","US",0
791601,"short_email","generic",5,"Tuesday","UK",1
643135,"long_email","generic",11,"Friday","US",4
979251,"long_email","generic",12,"Thursday","UK",0
917761,"short_email","personalized",12,"Sunday","US",8
890198,"long_email","personalized",15,"Monday","UK",10
19385,"long_email","personalized",5,"Thursday","US",2
327763,"long_email","personalized",12,"Friday","US",0
640132,"short_email","generic",6,"Sunday","ES",1
503034,"short_email","generic",9,"Friday","UK",7
